POAM ID,Controls,Weakness Name,Weakness Description,Weakness Detector Source,Weakness Source Identifier,Asset Identifier,Point of Contact,Resources Required,Overall Remediation Plan,Original Detection Date,Scheduled Completion Date,Status Date,Vendor Dependency,Last Vendor Check-in Date,Vendor Dependent Product Name,Original Risk Rating,Adjusted Risk Rating,Risk Adjustment,False Positive,Operational Requirement,Deviation Rationale,Supporting Documents,Comments,Binding Operational Directive 22-01 tracking,Binding Operational Directive 22-01 Due Date,CVE,Framework Tags
EGP-561E321238,,Administrative share exposed on filesrv.corp.local (C$/ADMIN$),filesrv.corp.local has SMB open; C$/ADMIN$ administrative shares should be restricted.,inventory-nmap,name:administrative share exposed on filesrv.corp.local (c$/admin$),filesrv.corp.local,,,,not recorded,,2026-09-26,No,,,Moderate,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_AC-3,nist80053_AC-6,nist80053_CM-7"
EGP-F952D177BF,,Open port 139/netbios-ssn,filesrv.corp.local has open TCP/139 (netbios-ssn).,inventory-nmap,nmap:nmap-port-139/tcp,filesrv.corp.local (139/TCP),,,,not recorded,,2026-09-26,No,,,Low,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-7"
EGP-591DBD3BA9,,Open port 88/kerberos-sec,dc.corp.local has open TCP/88 (kerberos-sec).,inventory-nmap,nmap:nmap-port-88/tcp,dc.corp.local (88/TCP),,,,2023-11-14,,2026-09-26,No,,,Low,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-7"
EGP-C84FA935DD,,Open port 135/msrpc,dc.corp.local has open TCP/135 (msrpc).,inventory-nmap,nmap:nmap-port-135/tcp,dc.corp.local (135/TCP),,,,2023-11-14,,2026-09-26,No,,,Low,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-7"
EGP-470D8E6BC5,,Open port 389/ldap,dc.corp.local has open TCP/389 (ldap).,inventory-nmap,nmap:nmap-port-389/tcp,dc.corp.local (389/TCP),,,,2023-11-14,,2026-09-26,No,,,Low,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-7"
EGP-18F6139776,,SMB 445 exposed,dc.corp.local has open TCP/445 (microsoft-ds).,inventory-nmap,nmap:nmap-port-445/tcp,dc.corp.local (445/TCP),,,,2023-11-14,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-7"
EGP-D6B30C6C65,,Administrative share exposed on dc.corp.local (C$/ADMIN$),dc.corp.local has SMB open; C$/ADMIN$ administrative shares should be restricted.,inventory-nmap,name:administrative share exposed on dc.corp.local (c$/admin$),dc.corp.local,,,,2023-11-14,,2026-09-26,No,,,Moderate,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_AC-3,nist80053_AC-6,nist80053_CM-7"
EGP-3D3C6C703A,,RDP exposed,dc.corp.local has open TCP/3389 (ms-wbt-server).,inventory-nmap,nmap:nmap-port-3389/tcp,dc.corp.local (3389/TCP),,,,2023-11-14,,2026-09-26,No,,,Moderate,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_AC-17,nist80053_SC-7"
EGP-3ACA3100FE,,Telnet exposed,telnet-legacy.corp.local has open TCP/23 (telnet).,inventory-nmap,nmap:nmap-port-23/tcp,telnet-legacy.corp.local (23/TCP),,,,2023-11-14,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-8,nist80053_AC-17"
EGP-526607CCBE,,HTTP exposed,telnet-legacy.corp.local has open TCP/80 (http).,inventory-nmap,nmap:nmap-port-80/tcp,telnet-legacy.corp.local (80/TCP),,,,2023-11-14,,2026-09-26,No,,,Low,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-8,nist80053_AC-17"
EGP-AB1B4DF038,,HTTP exposed,web-01.corp.local has open TCP/80 (http).,inventory-nmap,nmap:nmap-port-80/tcp,web-01.corp.local (80/TCP),,,,2023-11-14,,2026-09-26,No,,,Low,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-7"
EGP-7726E46AF1,,SSH exposed,10.0.0.40 has open TCP/22 (ssh).,inventory-nmap,nmap:nmap-port-22/tcp,10.0.0.40 (22/TCP),,,,2023-11-14,,2026-09-26,No,,,Low,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-7"
EGP-8F31DC658F,,Writable SMB share C$ on filesrv.corp.local,"filesrv.corp.local smbmap export shows C$ as READ, WRITE.",inventory-nmap,name:writable smb share c$ on filesrv.corp.local,filesrv.corp.local (445/TCP),,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_AC-3,nist80053_AC-6,nist80053_CM-7"
EGP-3C34D07B95,,FTP exposed,filesrv.corp.local has open TCP/21 (tcp).,inventory-nmap,nmap:nmap-port-21/tcp,filesrv.corp.local (21/TCP),,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-8"
EGP-BB54A1EEC9,,Write below binary dir,File below a known binary directory opened for writing (user=root pod=payments-worker),k8s-kubescape,k8s:Write below binary dir,payments-worker,,,,not recorded,,2026-09-26,No,,,Moderate,,,,,,,,,,,"cpg_4_A,csf_DE_CM_09,nist80053_SI-7,nist80053_CM-6,nist80053_AC-3"
EGP-A50B32C5EA,,Launch Privileged Container,Privileged container started,k8s-kubescape,k8s:Launch Privileged Container,payments-worker,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_H,csf_PR_AA_05,nist80053_AC-6,nist80053_CM-7"
EGP-C27FF7179C,,Anonymous authentication is not enabled,Anonymous authentication is not enabled,k8s-kubescape,k8s:1.2.1,cluster,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_IA-2,nist80053_AC-3"
EGP-0D85A76E6C,,Minimize the admission of privileged containers,Minimize the admission of privileged containers,k8s-kubescape,k8s:5.2.1,cluster,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_H,csf_PR_AA_05,nist80053_AC-6,nist80053_CM-7"
EGP-8A1BBB3A0F,,Anonymous Kubernetes API access,anonymous-auth=true on kube-apiserver,k8s-kubescape,k8s:C-0013,prod-cluster,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_I,csf_PR_AA_05,nist80053_IA-2,nist80053_AC-3"
EGP-9C6504663F,,Allow privilege escalation,allowPrivilegeEscalation not set false,k8s-kubescape,k8s:C-0034,prod-cluster,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_H,csf_PR_AA_05,nist80053_AC-6,nist80053_CM-7"
EGP-2E0E4D7855,,HostNetwork access,DaemonSet uses hostNetwork,k8s-kubescape,k8s:C-0041,prod-cluster,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_SC-7,nist80053_CM-7"
EGP-BB120CC5AA,,MFA not registered,"Export lists bob@contoso.onmicrosoft.com without MFA registered. This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:mfa not registered,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_F,csf_PR_AA_03,nist80053_IA-2,nist80053_IA-2(1)"
EGP-3F6C57B3B4,,Standing Global Administrator,"Export lists a standing Global Administrator assignment for ga@contoso.onmicrosoft.com (PIM-eligible is false in this drop). This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:standing global administrator,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_H,csf_PR_AA_05,nist80053_AC-2,nist80053_AC-6,nist80053_AC-5"
EGP-6E3260171C,,Stale guest account,"Export lists guest vendor_ext#EXT#@contoso.onmicrosoft.com with a stale last-sign-in (2024-01-15T00:00:00+00:00). Review guest access hygiene. This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:stale guest account,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_D,csf_PR_AA_01,nist80053_AC-2"
EGP-57E6C07FED,,Privileged MFA gap,"Export lists admin@example.com without MFA registered while holding Privileged role (unspecified). This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:privileged mfa gap,example.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_F,csf_PR_AA_03,nist80053_IA-2,nist80053_IA-2(1)"
EGP-BC8CE74E85,,Privileged role (unspecified),"Export lists Privileged role (unspecified) for admin@example.com. This is not a Global Administrator claim. This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:privileged role (unspecified),example.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_unmapped,csf_unmapped,nist80053_AC-2,nist80053_AC-6"
EGP-10539B5485,,Stale guest account,"Export lists guest guest.ext@example.com with a stale last-sign-in (2024-02-01T00:00:00+00:00). Review guest access hygiene. This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:stale guest account,example.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_D,csf_PR_AA_01,nist80053_AC-2"
EGP-56F0FB955B,,Entra Global Administrator via Graph,ga@contoso.onmicrosoft.com holds Global Administrator (Microsoft Graph export),saas-idp,name:entra global administrator via graph,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_H,csf_PR_AA_05,nist80053_AC-2,nist80053_AC-6,nist80053_AC-5"
EGP-5BA9098A6F,,Maester MT.1035,Privileged users should have phishing-resistant MFA,saas-idp,saas:MT.1035,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_F,csf_PR_AA_03,nist80053_IA-2,nist80053_IA-2(1)"
EGP-1505A630A3,,Privileged MFA gap,"Export lists it-admin@example.com without MFA registered while holding SUPER_ADMIN. This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:privileged mfa gap,example.okta.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_F,csf_PR_AA_03,nist80053_IA-2,nist80053_IA-2(1)"
EGP-487523ABFD,,Privileged role,"Export lists SUPER_ADMIN for it-admin@example.com. This is not a Global Administrator claim. This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:privileged role,example.okta.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_unmapped,csf_unmapped,nist80053_AC-2,nist80053_AC-6"
EGP-B0AB19930B,,Stale guest account,"Export lists guest contractor@example.com with a stale last-sign-in (2024-02-01T00:00:00+00:00). Review guest access hygiene. This is an identity-posture assessment finding from a dropped IdP export, not evidence of a breach or a live Graph/Okta/Google API call.",saas-idp,name:stale guest account,example.okta.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_D,csf_PR_AA_01,nist80053_AC-2"
EGP-4BA9593F49,,Okta admin MFA gap,Okta admin MFA enrollment disabled,saas-idp,name:okta admin mfa gap,example.okta.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_F,csf_PR_AA_03,nist80053_IA-2,nist80053_IA-2(1)"
EGP-4EEEE5EE04,,Privileged users require MFA,Admin MFA not enforced for Global Administrator,saas-idp,saas:Privileged users require MFA,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_F,csf_PR_AA_03,nist80053_IA-2,nist80053_IA-2(1)"
EGP-D16DD1023F,,Legacy authentication protocols disabled,M365 legacy auth (IMAP/SMTP basic) still enabled,saas-idp,saas:Legacy authentication protocols disabled,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_F,csf_PR_AA_03,nist80053_IA-2,nist80053_IA-5"
EGP-8F1A843A26,,Privileged roles use PIM,Global Administrator assigned permanently,saas-idp,saas:Privileged roles use PIM,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,,"cpg_3_H,csf_PR_AA_05,nist80053_AC-2,nist80053_AC-6,nist80053_AC-5"
EGP-BF0609A3D0,,External sharing restricted,Anyone links enabled on default site,saas-idp,saas:External sharing restricted,contoso.onmicrosoft.com,,,,not recorded,,2026-09-26,No,,,Moderate,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_AC-3,nist80053_AC-6"
EGP-0682485128,,Microsoft Windows SMB Shares Unprivileged Access,"SMB file sharing is reachable without a privileged account. This is a dropped Nessus export, not a live scan. (Nessus file-drop; not a live scan)",vuln-scan,nessus:42411,http://10.0.0.20 (445/TCP),,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_CM-7,nist80053_SC-7"
EGP-916954FE99,,"DEMO — possible command injection (fixture, not a scan)","DEMO — possible command injection (fixture, not a scan)",vuln-scan,nuclei:python.lang.security.audit.command-injection,app-01.demo.internal,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_2_B,csf_PR_PS_06,nist80053_SI-10,nist80053_SA-11"
EGP-5C40B48DB9,,OpenSSL Heartbleed,TLS heartbeat read overrun on web-01.,vuln-scan,greenbone:1.3.6.1.4.1.25623.1.0.103234,10.0.0.30,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_2_B,csf_PR_PS_02,nist80053_SI-2,nist80053_SC-8,nist80053_RA-5"
EGP-255265C16E,,Nikto: Admin login page found.,Admin login page found. url=/admin (Nikto file-drop; not a live HTTP probe),vuln-scan,nikto:/admin,http://10.0.0.20,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_AC-6,nist80053_CM-7,nist80053_SC-7"
EGP-647DE09109,,Redis without auth,"Unauthenticated Redis on three LAB-shaped demo hosts. Same template, three assets. DEMO estate — not a client KEEP.",vuln-scan,nuclei:exposed-redis,https://redis-a.lab.internal,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_IA-2,nist80053_AC-3,nist80053_CM-6,nist80053_CM-7,nist80053_SC-7,cis_4_1,cis_4_8,cis_5_2"
EGP-E5A5AF0149,,Redis without auth,"Unauthenticated Redis on three LAB-shaped demo hosts. Same template, three assets. DEMO estate — not a client KEEP.",vuln-scan,nuclei:exposed-redis,https://redis-b.lab.internal,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_IA-2,nist80053_AC-3,nist80053_CM-6,nist80053_CM-7,nist80053_SC-7,cis_4_1,cis_4_8,cis_5_2"
EGP-B57CE7F3B7,,Redis without auth,"Unauthenticated Redis on three LAB-shaped demo hosts. Same template, three assets. DEMO estate — not a client KEEP.",vuln-scan,nuclei:exposed-redis,https://redis-c.lab.internal,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_I,csf_PR_AA_05,nist80053_IA-2,nist80053_AC-3,nist80053_CM-6,nist80053_CM-7,nist80053_SC-7,cis_4_1,cis_4_8,cis_5_2"
EGP-D8920D895C,,Apache Log4j RCE,Log4Shell JNDI lookup,vuln-scan,nuclei:CVE-2021-44228,https://app.corp.local,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,CVE-2021-44228,"cpg_2_B,csf_ID_RA_01,nist80053_SI-2,nist80053_RA-5"
EGP-6AE827EABE,,HTTP/2 Rapid Reset,HTTP/2 rapid reset DoS,vuln-scan,nuclei:CVE-2023-44487,https://dev-api.example.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,CVE-2023-44487,"cpg_2_B,csf_PR_PS_02,nist80053_SI-2,nist80053_RA-5,cis_7_3,cis_7_4,cis_7_7"
EGP-CB0C07B186,,Exposed admin panel,Unauthenticated admin UI,vuln-scan,nuclei:exposed-panel,http://10.0.0.20,,,,not recorded,,2026-09-26,No,,,Moderate,,,,,,,,,,,"cpg_3_I,csf_PR_IR_01,nist80053_AC-17,nist80053_SC-7"
EGP-E006BF4DC0,,TLS 1.0 offered,TLS 1.0 enabled on vpn.example.com,vuln-scan,vuln:TLS10,vpn.example.com (443/TCP),,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_K,csf_PR_DS_02,nist80053_SC-8,nist80053_SC-8(1),nist80053_SC-13"
EGP-4D166DC411,,TLS stack is vulnerable to Heartbleed,Heartbleed still offered on TLS,vuln-scan,testssl:heartbleed,dev-api.example.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,CVE-2014-0160,"cpg_2_B,csf_PR_PS_02,nist80053_SI-2,nist80053_RA-5,nist80053_SC-8"
EGP-1216DA041C,,TLS 1.0 is offered,TLS 1.0 offered,vuln-scan,testssl:TLS1,dev-api.example.com,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,,"cpg_3_K,csf_PR_DS_02,nist80053_SC-8,nist80053_SC-13"
EGP-22A5685F02,,xz-utils supply chain backdoor,Malicious code in xz-utils liblzma.,vuln-scan,cve:CVE-2024-3094,app-server:latest,,,,not recorded,,2026-09-26,No,,,High,,,,,,,Scanner rating Critical (col R maps Critical→High; template M has no Critical branch).,,,CVE-2024-3094,"cpg_2_B,csf_PR_PS_02,nist80053_SI-2,nist80053_RA-5,cis_7_3,cis_7_4,cis_7_7"
EGP-6FE30228A9,,curl SOCKS heap overflow,Heap buffer overflow in curl SOCKS handshake.,vuln-scan,cve:CVE-2023-38545,app-server:latest,,,,not recorded,,2026-09-26,No,,,High,,,,,,,,,,CVE-2023-38545,"cpg_2_B,csf_PR_PS_02,nist80053_SI-2,nist80053_RA-5,cis_7_3,cis_7_4,cis_7_7"
